bccgcoD_0;bpaadD_0;bpcgrU_0;bpcinV_0;bpcnuM_0;bprnaM_0;crN_0;credattiM_0;ctY_0;cuR_0;naF_0;ostauZ_0;ptE_0;reP_0;reP_1;teL_0;tsccoD_0;upddattiM_0;vacbpR_0
;01;4111SODIFISH;4111SODIFISH;4111SODIFISH;SOCIETE DE DISTRIBUTION FISH SARL;CI-ABJ-2020-B-17501;2022-12-24T05:39:29;YOPOUGON;XOF;2053893L;8000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111SODISPA;4111SODISPA;4111SODISPA;SODISPA; ;2024-10-28T21:46:54;ABIDJAN;XOF;2024293M;500000.0;CH15DFAC;CODJO;OLGA;0707020020;400;2024-10-28T21:48:33;AIRSI
;C1;4111SOFA;4111SOFA;4111SOFA;SOFA PRESTATION;CI-ABJ2012M12535;2023-10-17T02:09:02;ABIDJAN;XOF;1221793T;1000000.0;CC1;PHILGENCE;OLGA;0708235559;200;2024-08-23T05:29:56;AIRSI
;01;4111SOFITEL-ABJ;4111SOFITEL-ABJ;4111SOFITEL-ABJ;SONAPIE SOFITEL HOTEL IVOIRE;CIABJ03-2022-B150004;2022-05-11T03:35:26; ;XOF;2243616G;90000000.0;FRCHQ70FAC;OLGA;OLGA;2720482626;400;2025-07-02T21:27:30;NOR
;01;4111SOGEM-CI;4111SOGEM-CI;4111SOGEM-CI;SOCIETE GENERALE DE MARCHANDISE CI;CI-GAG-2002-B-13314;2022-09-30T00:18:13; ;XOF;0205682Q;500000.0;CC1;TOURE;OLGA;0707585623;200;2024-05-13T00:09:51;NOR
;01;4111SOGETHO;4111SOGETHO;4111SOGETHO;SOGETHO;CI-ABJ-09-M-2749;2021-11-24T20:33:04;ABIDJAN;XOF;0919185Z;10000000.0;FRCHQ30FM15;DABA;OLGA; ;400;2025-01-21T01:53:07;NOR
;C1;4111SOHODAF;4111SOHODAF;4111SOHODAF;SOHODAF; ;2025-01-14T22:14:39;ABIDJAN;XOF;2400146R;500000.0;CH15DFAC;CODJO;OLGA;0707064801;400;2025-01-14T22:14:39;AIRSI
;01;4111SOKOSARL;4111SOKOSARL;4111SOKOSARL;SOKO SARL;CI-ABJ032021B1200876;2023-03-27T22:53:07;ABIDJAN-PLATEAU;XOF;2112976N;1000000.0;CHFM10;ASSAMOI;OLGA; ;400;2024-05-13T00:09:51;AIRSI
;C1;4111SOL-BENI;4111SOL-BENI;4111SOL-BENI;HOTEL SOL BENI;CI-ABJ-2015-B-7384;2023-12-01T00:48:41;ABIDJAN;XOF;1513643Z;500000.0;ES3;DABA;OLGA;0707409933;400;2025-06-13T05:57:32;AIRSI
;01;4111SOLANGE;4111SOLANGE;4111SOLANGE;TOURE SOLANGE;CI-DAB-2003-11-557;2022-12-15T01:14:19;YOPOUGON;XOF;0623509M;10000000.0;ES1;HYACINTHEK;OLGA; ;300;2024-12-27T06:47:14;AIRSI
;01;4111SOLEILLADE;4111SOLEILLADE;4111SOLEILLADE;LA SOLEILLADE;CI-ABJ-2018-B-27749;2023-04-14T03:59:05;MARCORY;XOF;1856648N;1000000.0;CHFM10;CODJO;OLGA; ;400;2024-10-03T19:55:08;AIRSI
;01;4111SOMAGAB-CI;4111SOMAGAB-CI;4111SOMAGAB-CI;SOMAGAB-CI (SUPERMARCHE TOP QLTE);CI-BKO-2003-A-9454;2023-03-02T22:22:49;COCODY-ANGRE;XOF;0522863S;250000.0;CC1;TOURE;OLGA; ;200;2025-01-20T23:11:42;AIRSI
;01;4111SOMBORGA;4111SOMBORGA;4111SOMBORGA;SOMBORGA ALI; ;2022-03-02T04:33:18; ;XOF; ;5000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111SONAREST;4111SONAREST;4111SONAREST;NOUVELLE SONAREST;CI-ABJ031996B1220370;2023-12-20T05:41:45;ABIDJAN;XOF;9612482U;30000000.0;FRCHQ30FAC-;BAMBA;OLGA;0707900091;300;2024-12-18T02:56:15;AIRSI
;01;4111SOUEUMY;4111SOUEUMY;4111SOUEUMY;SOUEUMY DIEPEU ALPHONSINE; ;2023-03-11T03:08:18;YOPOUGON;XOF; ;5000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-09-19T07:31:04;AIRSI
;C1;4111SOUKS;4111SOUKS;4111SOUKS;BEIRUT SOUKS;CI-ABJ032024B1206768;2024-12-07T00:22:37;ABIDJAN;XOF;2400207T;1000000.0;FRCHQ30FAC;CODJO;OLGA;0504072520;400;2024-12-07T00:22:56;NOR
;C1;4111SOULEYMANE;4111SOULEYMANE;4111SOULEYMANE;SAWADOGO SOULEYMANE; ;2024-02-09T03:54:24;ABIDJAN;XOF; ;5000000.0;CC1;KANI;OLGA;0709793320;300;2024-08-31T20:19:11;AIRSI
;C2;4111SOUPGRILL;4111SOUPGRILL;4111SOUPGRILL;SOUP GRILL DIA FINEST AFRICA;CIGRBSM2023B6328;2025-06-21T06:28:08;GRAND BASSAM;XOF;2302932A;0.0;CC1;ASSAMOI;OLGA;0788689449;400;2025-06-21T06:28:08;AIRSI
;C1;4111SRCI;4111SRCI;4111SRCI;SOCIETE DE RESTAURATION DE COTE D'I;CIABJ2020B06835;2025-03-14T03:17:36;ABIDJAN;XOF;2022316R;600000.0;CH15DFAC;PHILGENCE;OLGA;0719723499;400;2025-03-14T03:17:36;AIRSI
;C1;4111SSCI;4111SSCI;4111SSCI;SOCIETE DE SURGELATION ;CIABJ032022B1206321;2024-10-04T22:59:25;ABIDJAN;XOF;2301012L;500000.0;CC1;SERGEMOTTO;OLGA;0585752004;400;2025-01-22T06:11:03;NOR
;C1;4111SSH;4111SSH;4111SSH;STEINER SANGARE HOLDING;CI-ABJ-03-2022B12038;2024-05-08T23:19:09;ABIDJAN;XOF;2242740C;500000.0;CH10;DABA;OLGA;0749499261;400;2025-01-30T01:54:22;AIRSI
;01;4111STARTUP;4111STARTUP;4111STARTUP;STARTUP DISTRIBUTION SARL;CI-ABJ-2020-B-09982;2022-10-27T04:44:33;ABIDJAN;XOF;2029889 Y;300000.0;CH15DFAC;DABA;OLGA;0759129135;400;2024-05-13T00:09:51;NOR
;01;4111STATION-SV;4111STATION-SV;4111STATION-SV;TOTAL SAINT VIATEUR ;CI-ABJ032023A1000786;2023-05-16T22:23:26;COCODY ANGRE;XOF;2302013G;0.0;CHQCPT;SERAPHIN;OLGA; ;900;2025-04-03T22:15:01;NOR
;01;4111STEFANO;4111STEFANO;4111STEFANO;BERTONCELLO STEPHANO; ;2022-11-12T01:55:04; ;XOF; ;1000000.0;CC1;CODJO;OLGA;0708600496;400;2024-12-19T21:40:08;NOR
;C1;4111STONES;4111STONES;4111STONES;STONES AFRICA -LYLI GATO;CI-ABJ-03-2023B13030;2024-04-16T01:54:03;ABIDJAN;XOF;2301364H;250000.0;CC1;SERAPHIN;OLGA;0554530788;400;2025-01-14T08:00:14;AIRSI
;C1;4111SUCCES;4111SUCCES;4111SUCCES;SUCCES ENTREPRISE;CI-ABJ-2018-B-00736;2025-03-11T05:08:37;ABIDJAN;XOF;1802137R;0.0;CC1;TOURE;OLGA;0708787801;200;2025-03-11T05:08:37;AIRSI
;C1;4111SUNSET;4111SUNSET;4111SUNSET;SUNSET BAR (KAME SURF); ;2024-06-18T22:12:37;ABIDJAN;XOF; ;1000000.0;CC1;ASSAMOI;OLGA;0708004657;400;2025-01-16T04:28:15;AIRSI
;01;4111SUP-ABJ;4111SUP-ABJ;4111SUP-ABJ;SUPERETTE ABIDJANAISE ; ;2022-04-12T04:15:07; ;XOF; ;250000.0;CH15JFIN15;TOURE;SYNA;0142436830;200;2024-05-13T00:09:51;NOR
;01;4111SUP-CORRID;4111SUP-CORRID;4111SUP-CORRID;SUP CORRIDOR; ;2022-09-23T02:37:38; ;XOF; ;500000.0;CH15DFAC;TOURE;OLGA;0747457537;200;2025-01-25T06:20:37;NOR
;01;4111SUP-DJEKA;4111SUP-DJEKA;4111SUP-DJEKA;SUPERETTE DJEKA;CI-ABJ-2011-A-5727;2022-09-30T00:22:57; ;XOF;1110233N;500000.0;CC1;TOURE;OLGA;0748851288;200;2025-04-10T21:50:34;AIRSI
;01;4111SUP-DKF;4111SUP-DKF;4111SUP-DKF;SUPERETTE DKF; ;2023-05-08T23:04:35;COCODY ANGRE DJOROBITE;XOF; ;250000.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111SUP-ESCALE;4111SUP-ESCALE;4111SUP-ESCALE;SUPERMARCHE L'ESCALE;CI-ABJ-032022B130215;2022-07-22T22:36:48; ;XOF;2230234G;1300000.0;CH15JFIN15;TOURE;OLGA;0708140880;200;2025-01-14T08:23:43;NOR
;01;4111SUP-FATIMA;4111SUP-FATIMA;4111SUP-FATIMA;SUPERETTE FATIMA; ;2023-02-14T00:35:10;ABIDJAN-COCODY;XOF; ;250000.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111SUP-KOUASSI;4111SUP-KOUASSI;4111SUP-KOUASSI;SUPERETTE KOUASSI (AHMED OULD);CI-ABJ-2010-A-2115;2022-09-30T22:53:20; ;XOF;1108314A;1000000.0;CC1;PHILGENCE;OLGA;0707064656;200;2024-08-23T05:37:51;AIRSI
;C1;4111SUP-MHD;4111SUP-MHD;4111SUP-MHD;SUPERETTE MHD;CI-ABJ-2018A26623;2023-08-23T03:40:17;COCODY 2PLTX;XOF;1853133P;500000.0;CC1;TOURE;OLGA; ;200;2025-01-24T21:59:35;AIRSI
;01;4111SUP-NENE;4111SUP-NENE;4111SUP-NENE;SUPERETTE NENE GALLET;CI-ABJ032021B1301377;2023-01-26T06:51:27;MARCORY;XOF;2109112S;500000.0;CC1;CODJO;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111SUP-PLURIEL;4111SUP-PLURIEL;4111SUP-PLURIEL;SUPERETTE ACHAT PLURIEL;CI-GRDBSM-2022A6082;2023-03-16T06:37:14;BONOUA;XOF;2242974M;250000.0;CC1;TOURE;OLGA; ;200;2024-12-28T04:34:15;NOR
;01;4111SUP-SALAM;4111SUP-SALAM;4111SUP-SALAM;SUPERETTE SALAM; ;2023-04-24T22:53:23;YOPOUGON;XOF; ;500000.0;CC1;PHILGENCE;OLGA; ;200;2024-08-23T05:30:26;AIRSI
;C1;4111SUPER-ECO;4111SUPER-ECO;4111SUPER-ECO;SUPER ECO SARL;CI-ABJ-03-2023B13B13;2024-02-21T01:45:48;ABIDJAN;XOF;2305328U;1000000.0;CC1;PHILGENCE;OLGA;078885656;200;2024-08-23T05:32:25;AIRSI
;01;4111PROSUMA;4111PROSUMA;4111SUPER-U;PROSUMA SUPER U PLATEAUX; ;2023-03-16T21:23:47; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111SUPERETTE;4111SUPERETTE;4111SUPERETTE;SUPERETTE KIFFA;CI-ABJ-2016A24412;2022-08-05T06:34:25; ;XOF; ;250000.0;CC1;TOURE;OLGA;0595518905;200;2025-01-03T02:47:28;AIRSI
;01;4111SUPERPRIXKC;4111SUPERPRIXKC;4111SUPERPRIXKC;SUPERMARCHE PRIX KC;CI-ABJ-2020-B-14553;2022-11-22T04:32:25; ;XOF;2043873V;2000000.0;ES3;PHILGENCE;OLGA;0759508339;200;2025-03-17T23:00:38;NOR
;C1;4111SWEET;4111SWEET;4111SWEET;SWEET REST APARTHOTEL;CI-ABJ-2020B08419;2023-08-30T21:45:49;RIVIERA MBADON;XOF;2025684N;2000000.0;CH10;DABA;OLGA; ;400;2025-06-13T05:49:16;AIRSI
;C2;4111SWEETHOME;4111SWEETHOME;4111SWEETHOME;SWEET HOME RESORT ;CIABS2024MO284;2024-10-04T23:05:46;ABIDJAN;XOF;2403276S;2000000.0;CH15DFAC;ASSAMOI;OLGA;0777397237;400;2025-03-12T21:17:52;AIRSI
;C1;4111SWIZZ;4111SWIZZ;4111SWIZZ;LE SWIZZ;CIABJ032020B1213628;2025-01-29T00:05:24;ABIDJAN;XOF; ;500000.0;FRCHQ30FAC;CODJO;OLGA;0706444409;400;2025-01-29T00:05:24;AIRSI
;C1;4111SY-MARKET;4111SY-MARKET;4111SY-MARKET;SY MARKET;CI-ABJ032023A1003721;2023-12-13T00:19:27;BINGERVILLE;XOF;65161L;250000.0;CC1;TOURE;OLGA;0788963430;200;2024-06-18T01:57:48;AIRSI
;C1;4111SYNERGIS;4111SYNERGIS;4111SYNERGIS;SYNERGIS WELLNESS;CI-ABJ032022B1400043;2023-10-06T21:19:19;ABIDJAN;XOF;2241995M;1000000.0;CC1;ASSAMOI;OLGA;0707996116;400;2024-05-13T00:09:51;AIRSI
;C1;4111TABLEJEANIN;4111TABLEJEANIN;4111TABLEJEANIN;LA TABLE DE JEANINE;CIABJ03-2024B1301122;2024-10-12T07:15:57;ABIDJAN;XOF;2400381X;0.0;FRCHQ30FAC;CODJO;OLGA;0140782481;400;2025-03-20T22:29:37;AIRSI
;C1;4111TADJAN;4111TADJAN;4111TADJAN; ; ;2023-12-22T02:04:38; ;XOF; ;0.0;CC1;SYNA;OLGA;0142234258;300;2024-05-13T00:09:51;AIRSI
;01;4111TADJO;4111TADJO;4111TADJO;TADJO BOUALI FULGENCE; ;2022-03-02T04:13:38; ;XOF; ;1000000.0;CC1;SYNA; ; ;300;2022-03-02T04:13:38;AIRSI
;C1;4111TAGAN;4111TAGAN;4111TAGAN;TAGAN ADJO; ;2023-09-14T23:36:50;PORT BOUET;XOF; ;2000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111TAKOS;4111TAKOS;4111TAK-ESPRESS;TAKOS ESPRESS BINGERVILLE;CIABJ03-2022A1002783;2024-06-14T01:40:39;ABIDJAN;XOF;2243129W;0.0;CC1;SERAPHIN;OLGA;0709109726;900;2025-04-03T22:31:28;AIRSI
;01;4111TAKI;4111TAKI;4111TAKI;ETS TAKI HASSAN; ;2022-09-09T03:17:06; ;XOF; ;0.0;CC1;SYNA;OLGA;0788889897;300;2024-05-13T00:09:51;NOR
;C1;4111TAKOS;4111TAKOS;4111TAKOS;TAKOS SERVICES ET DIVERS;CI-ABJ032022A1002783;2023-11-10T23:53:24;COCODY ABATTA;XOF;2243129W;500000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-15T04:42:13;AIRSI
;C1;4111TAMBOURA;4111TAMBOURA;4111TAMBOURA;TAMBOURA BRAHIMA ; ;2024-05-24T22:43:41;ABIDJAN;XOF; ;3000000.0;CC1;SYNA;OLGA;0702763402;300;2024-05-24T22:43:41;AIRSI
;01;4111TATALRJ;4111TATALRJ;4111TATALRJ;TOTAL RIVIERA JARDIN; ;2022-03-02T03:23:45;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-02-09T02:39:36;NOR
;01;4111TAVERNE;4111TAVERNE;4111TAVERNE;TAVERNE ROMAINE; ;2021-09-15T04:23:56;ABIDJAN;XOF; ;2500000.0;CH15JFIN15;CODJO;OLGA; ;400;2025-05-15T23:06:20;NOR
;01;4111TCHEPKA;4111TCHEPKA;4111TCHEPKA;TCHEKPA THAKRUY PARISCE ARISTIDE ; ;2022-03-02T04:25:17; ;XOF; ;2000000.0;CC1;SYNA; ; ;300;2022-03-02T20:39:12;AIRSI
;01;4111TEHEO;4111TEHEO;4111TEHEO;ESPACE BONHEUR; ;2021-08-30T20:47:32; ;XOF; ;500000.0;CC1;SYNA;OLGA;0759813852;300;2024-09-18T22:58:39;AIRSI
;C1;4111TERROIR-DEL;4111TERROIR-DEL;4111TERROIR-DEL;LES DELICES DU TERROIR ;CIABJ2015-B-24784;2024-06-15T04:42:40;ABIDJAN;XOF;1551225U;1500000.0;CH1;CODJO;OLGA;0708115472;400;2024-06-15T04:42:40;AIRSI
;01;4111TEXAS;4111TEXAS;4111TEXAS;TEXAS GRILLZ;CI-ABJ-2018-B-33000;2021-07-02T21:43:12;ABIDJAN;XOF;1869070;0.0;CH15JFIN15;DABA;SERGEMOTTO;0788898789;400;2025-06-13T06:06:04;NOR
;C2;4111THIAM;4111THIAM;4111THIAM;FANTA THIAM; ;2024-03-19T05:43:39;ABIDJAN;XOF; ;0.0;CC1;TOURE;OLGA;0707304435;200;2024-05-13T00:09:51;AIRSI
;C1;4111THIERRY;4111THIERRY;4111THIERRY;ABDOULAYE THIERRY; ;2024-10-18T04:06:38;ABIDJAN;XOF; ;0.0;CC1;KANI;OLGA; ;200;2024-10-18T04:06:38;AIRSI
;C1;4111THOANNYD;4111THOANNYD;4111THOANNYD;VILLA THOANNYD;CI-ABJ2016B6841;2023-12-11T22:40:56;COCODY ANGRE;XOF;1614686S;1000000.0;CH10;ASSAMOI;OLGA;0749425518;400;2025-03-22T04:08:46;AIRSI
;01;4111TIA-PAUL;4111TIA-PAUL;4111TIA-PAUL;OULAI TIA PAUL; ;2023-01-19T21:11:11;ABIDJAN;XOF; ;8000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111TIABOUE;4111TIABOUE;4111TIABOUE;TIABOUE BAMOUNI HONORE ; ;2022-03-02T04:19:48; ;XOF; ;1000000.0;CC1;SYNA; ; ;300;2022-03-02T04:19:48;AIRSI
;01;4111TIAMA;4111TIAMA;4111TIAMA;TIAMA; ;2022-04-13T05:42:13; ;XOF;8901778V;35000000.0;FRCHQ30FM15;OLGA;OLGA;0708015859;400;2025-04-14T21:59:42;NOR
;C1;4111TIBIE;4111TIBIE;4111TIBIE;TIBIE RICHARD BAYALA ; ;2024-06-25T20:44:23;ABIDJAN;XOF; ;300000.0;CC1;DABA;OLGA;0708041091;400;2025-01-06T22:32:28;AIRSI
;01;4111TIEHA;4111TIEHA;4111TIEHA;SHELL PORT-BOUET TIEHA;CI-ABJ-2000-A-254130;2021-10-27T23:11:27;ABIDJAN;XOF;0174082S;0.0;CC1;SERAPHIN;OLGA; ;900;2025-02-09T02:47:13;NOR
;C1;4111TIMMARKET;4111TIMMARKET;4111TIMMARKET;TIM MARKET;CIGRDBSM2023A4683;2024-09-17T20:50:19;ABIDJAN;XOF;23002031R;500000.0;CC1;TOURE;OLGA;0707766740;200;2024-09-17T20:50:19;AIRSI
;C2;4111TINOSERVICE;4111TINOSERVICE;4111TINOSERVICE;TINO SERVICES ; ;2024-12-18T22:34:46;GRAND BASSAM;XOF;2100344M;0.0;CC1;CODJO;OLGA; ;400;2024-12-18T22:34:46;AIRSI
;C1;4111TOMAKE;4111TOMAKE;4111TOMAKE;RESTAU TOMAKE BOLOUVI KOKOU ; ;2024-05-24T22:48:03;ABIDJAN;XOF; ;500000.0;CC1;ASSAMOI;OLGA;0708779460;400;2024-05-24T22:48:03;AIRSI
;C1;4111TOP-MARKET;4111TOP-MARKET;4111TOP-MARKET;TOP MARKET;CI-ABJ-032023B120450;2023-09-01T22:17:05;ABIDJAN;XOF;2303695L;1500000.0;CH10;TOURE;OLGA; ;200;2025-01-14T23:35:58;NOR
;01;4111TOP-PRIX;4111TOP-PRIX;4111TOP-PRIX;TOP PRIX ENTREPRISES;CI-GRDBSM-2021B11131;2022-10-14T04:08:51; ;XOF;2205913V;0.0;CC1;TOURE;OLGA;0757066706;200;2024-05-13T00:09:51;NOR
;01;4111TOTAL;4111TOTAL;4111TOTAL;TotalEnergies Marketing CI SA;CI-ABJ-1976-B-17247;2021-09-15T04:20:32;ABIDJAN;XOF;7603142 C;50000000.0;CH10;SERAPHIN;OLGA;0778877454;900;2025-04-07T21:04:48;NOR
;01;4111TOTAL-ABOBO;4111TOTAL-ABOBO;4111TOTAL-ABOBO;TOTAL AZUR ABOBO;CI-YOP-2005-A-532;2023-02-28T02:28:21;ABIDJAN;XOF;0511358L;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-01-28T05:32:45;NOR
;01;4111TOTAL-AKOUE;4111TOTAL-AKOUE;4111TOTAL-AKOUE;TOTAL AKOUEDO;CI-ABJ-1976-B-17247;2022-06-29T22:05:17;ABIDJAN;XOF;7603142 C;250000.0;CC1;SERAPHIN;OLGA;0778877454;900;2025-05-05T21:18:05;NOR
;01;4111TOTAL-ANDOK;4111TOTAL-ANDOK;4111TOTAL-ANDOK;TOTAL ANDOKOI;CI-BKE-11-A-55;2022-09-12T21:44:03; ;XOF;9609547J;250000.0;CC1;SERAPHIN;OLGA;2720316116;900;2025-01-28T05:32:57;NOR
;01;4111TOTAL-ANOUM;4111TOTAL-ANOUM;4111TOTAL-ANOUM;TOTAL ANOUMABO;CI-ABJ-1976-B-17247;2022-06-29T22:06:55;ABIDJAN;XOF;7603142 C;250000.0;CC1;SERAPHIN;OLGA;0778877454;900;2025-05-06T02:43:48;NOR
;C1;4111TOTAL-BONOU;4111TOTAL-BONOU;4111TOTAL-BONOU;TOTAL BONOUMIN;ciabj2020b12579;2024-05-30T21:31:11;ABIDJAN;XOF;2037963R;250000.0;CC1;SERAPHIN;OLGA;0749890873;900;2025-04-30T21:37:54;AIRSI
;01;4111TOTAL;4111TOTAL;4111TOTAL-FAYA;TOTAL RIVIERA FAYA ;CI-ABJ-1976-B-17247;2023-04-28T01:16:38;ABIDJAN;XOF;7603142 C;50000000.0;FRCHQ30FM10;SERAPHIN;OLGA;0778877454;900;2025-01-28T05:33:10;NOR
;01;4111TOTAL-HKB;4111TOTAL-HKB;4111TOTAL-HKB;TOTAL HKB MARCORY; ;2022-08-09T22:06:07;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA;0778877454;900;2025-01-28T05:33:14;NOR
;01;4111TOTAL-MACA;4111TOTAL-MACA;4111TOTAL-MACA;TOTAL ADJAME MACACI;CI-ABJ-2019-A-15341;2022-10-18T03:00:58; ;XOF;2004122N;250000.0;CC1;SERAPHIN;OLGA;0707115614;900;2025-01-28T05:33:17;NOR
;01;4111TOTAL-MARC;4111TOTAL-MARC;4111TOTAL-MARC;TOTAL MARCORY RESIDENTIEL;CI-ABJ-03-2022-A-019;2022-09-12T21:49:47; ;XOF;2242263S;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-05-07T23:47:40;NOR
;01;4111TOTAL-SOC;4111TOTAL-SOC;4111TOTAL-SOC;TOTAL SOCOCE II PLATEAUX;CI-ABJ-8732;2022-11-04T04:22:56; ;XOF;9418449Q;250000.0;CC1;SERAPHIN;OLGA;0102027092;900;2025-01-28T05:33:28;NOR
;01;4111TOTAL-SOC2P;4111TOTAL-SOC2P;4111TOTAL-SOC2P;TOTAL SOCOCE 2 PLATEAUX;CI-ABJ-2013-A-11612;2022-09-12T21:47:00; ;XOF;9418449Q;0.0;CC1;SERAPHIN;OLGA; ;900;2025-01-28T05:33:31;NOR
;01;4111TOTAL-YOP;4111TOTAL-YOP;4111TOTAL-YOP;TOTAL 1ER PONT YOPOUGON;CI-BKE-11-A-55;2022-09-15T21:16:24; ;XOF;9609547S;250000.0;CC1;SERAPHIN;OLGA;0505797903;900;2025-01-28T05:33:35;NOR
;C1;4111TOTAL-ZONE4;4111TOTAL-ZONE4;4111TOTAL-ZONE4;TOTAL ZONE4;CI-ABJ2017A02018;2024-02-26T19:16:51;ABIDJAN;XOF;1709364W;250000.0;CC1;SERAPHIN;OLGA;0707598991;900;2025-05-01T03:01:40;NOR
;01;4111TOTALAD;4111TOTALAD;4111TOTALAD;TOTAL ABOBO DOUME; ;2022-03-02T03:26:40;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-01-28T05:33:41;NOR
;01;4111TOTALANAN;4111TOTALANAN;4111TOTALANAN;TOTAL ANANERAIE; ;2022-03-02T03:46:31;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-29T05:02:08;NOR
;01;4111TOTALANGRE;4111TOTALANGRE;4111TOTALANGRE;TOTAL ANGRE 8EME TRANCHE; ;2022-03-02T03:40:07;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-29T00:39:59;NOR
;C1;4111TOTALBANCO;4111TOTALBANCO;4111TOTALBANCO;TOTAL BANCO NORD ; ;2024-03-15T22:44:05;ABIDJAN;XOF;1632126Y;250000.0;CC1;SERAPHIN;OLGA;0708946146;900;2025-05-19T21:13:23;NOR
;01;4111TOTALBF;4111TOTALBF;4111TOTALBF;TOTAL BOULEVARD DE FRANCE; ;2022-03-02T03:17:58;ABIDJAN;XOF; ;450000.0;CC1;SERAPHIN;OLGA; ;900;2025-05-14T04:23:27;NOR
;01;4111TOTALJARDIN;4111TOTALJARDIN;4111TOTALJARDIN;TOTAL RUE DES JARDINS; ;2022-03-02T03:38:39;ABIDJAN;XOF; ;170000.0;CC1;SERAPHIN;OLGA; ;900;2025-06-17T22:54:54;NOR
;C1;4111TOTALKM4;4111TOTALKM4;4111TOTALKM4;TOTAL ENERGIES KM4;CI-GRBSM2019A2656;2023-11-22T23:35:57;ABIDJAN-TREICHVILLE;XOF;1947726X;250000.0;CC1;SERAPHIN;OLGA;0708627020;900;2025-04-23T02:27:40;NOR
;01;4111TOTALLATRIL;4111TOTALLATRIL;4111TOTALLATRIL;TOTAL BOULEVARD LATRILLE;CI-GRDBSM-2021-A-139;2022-06-22T21:17:49;ABIDJAN;XOF; ;500000.0;FRCHQ30FM10;SERAPHIN;OLGA;0778877454;900;2025-04-29T22:08:09;AIRSI
;01;4111TOTALMITT;4111TOTALMITT;4111TOTALMITT;TOTAL BOULEVARD MITTERAND; ;2022-03-02T03:42:32;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-05-07T21:52:02;NOR
;01;4111TOTALNORD;4111TOTALNORD;4111TOTALNORD;TOTAL AUTOROUTE DU NORD; ;2022-03-02T03:41:32;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-07-05T01:51:32;NOR
;01;4111TOTALP-SPOR;4111TOTALP-SPOR;4111TOTALP-SPOR;TOTAL PALAIS DES SPORTS; ;2022-08-12T03:51:59; ;XOF;1947726X;250000.0;CC1;SERAPHIN;OLGA;0708627020;900;2025-01-28T05:34:23;NOR
;01;4111TOTALPALMAS;4111TOTALPALMAS;4111TOTALPALMAS;TOTAL LAS PALMAS; ;2022-03-02T03:47:41;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-18T01:05:50;NOR
;01;4111TOTALPJ;4111TOTALPJ;4111TOTALPJ;TOTAL PALAIS DE JUSTICE; ;2022-03-02T03:28:53;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-30T05:24:34;NOR
;C1;4111TOTALRB;4111TOTALRB;4111TOTALRB;TOTAL ENERGIE CI / ROUTE BINGERVILL;CI-MAN-2029-A-332;2023-08-05T00:56:31;COCODY-RIVIERA;XOF;2023221K;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-01-28T05:35:02;NOR
;01;4111TOTALRJ;4111TOTALRJ;4111TOTALRJ;TOTAL RIVIERA JARDIN; ;2023-02-08T01:20:52;ABIDJAN;XOF; ;220000.0;CC1;SERAPHIN;OLGA; ;900;2025-07-10T04:37:09;NOR
;01;4111TOTALROSIER;4111TOTALROSIER;4111TOTALROSIER;TOTAL LES ROSIERS; ;2022-03-02T03:34:20;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;AYEKOUE; ;900;2025-04-15T21:50:42;NOR
;01;4111TOTAL;4111TOTAL;4111TOTALSV;TOTAL SAINT VIATEUR;CI-ABJ-1976-B-17247;2022-03-02T01:00:20;ABIDJAN;XOF;7603142 C;50000000.0;CHFM10;SERAPHIN;AYEKOUE;0778877454;900;2025-01-28T05:35:29;NOR
